sr_no,gender,hue,value,height,physique,color_season,event,wedding_category,location,forecast,date ,top,top_fabric,top_color,top_decor,bottom,bottom_fabric,bottom_color,bottom_decor,dupatta_fabric,dupatta_color,dupatta_decor,hijab_color,shoes,shoes_color,accessories
3387,male,warm,dark,tall,skinny/slim,autumn,wedding,barat,islamabad,25,03-03-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3388,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,35,10-10-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3389,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,35,10-10-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3390,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,35,10-10-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3391,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,35,10-10-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3392,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,11,12-05-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3393,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,11,12-05-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3394,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,11,12-05-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3395,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,11,12-05-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3396,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,29,11-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3397,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,29,11-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3398,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,29,11-04-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3399,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,29,11-04-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3400,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,34,07-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3401,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,34,07-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3402,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,34,07-11-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3403,male,warm,dark,tall,skinny/slim,autumn,wedding,walima,islamabad,34,07-11-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3404,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,38,04-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3405,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,38,04-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3406,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,38,04-04-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3407,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,38,04-04-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3408,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,24,19-10-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3409,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,24,19-10-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3410,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,24,19-10-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3411,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,24,19-10-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3412,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,07-07-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3413,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,07-07-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3414,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,07-07-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3415,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,07-07-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3416,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,08-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3417,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,08-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3418,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,08-02-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3419,male,warm,dark,tall,skinny/slim,autumn,eid,nill,islamabad,19,08-02-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3420,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,24,03-08-24,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3421,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,24,03-08-24,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3422,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,24,03-08-24,kurta,linen,brown,embroidery,shalwar,linen,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3423,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,24,03-08-24,kurta,wool,brown,embroidery,shalwar,wool,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3424,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,17,12-06-24,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3425,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,17,12-06-24,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3426,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,17,12-06-24,kurta,linen,brown,embroidery,shalwar,linen,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3427,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,17,12-06-24,kurta,wool,brown,embroidery,shalwar,wool,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3428,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,12,15-01-25,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3429,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,12,15-01-25,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3430,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,12,15-01-25,kurta,linen,brown,embroidery,shalwar,linen,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3431,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,12,15-01-25,kurta,wool,brown,embroidery,shalwar,wool,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3432,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,16,21-03-25,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3433,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,16,21-03-25,kurta,cotton,brown,embroidery,shalwar,cotton,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3434,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,16,21-03-25,kurta,linen,brown,embroidery,shalwar,linen,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3435,male,warm,dark,tall,skinny/slim,autumn,party,nill,islamabad,16,21-03-25,kurta,wool,brown,embroidery,shalwar,wool,brown,embroidery,nill,nill,nill,nill,shoes,black,nill
3436,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,23,10-04-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3437,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,23,10-04-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3438,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,23,10-04-25,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3439,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,23,10-04-25,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3440,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,40,15-03-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3441,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,40,15-03-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3442,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,40,15-03-25,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3443,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,40,15-03-25,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3444,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,12,22-05-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3445,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,12,22-05-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3446,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,12,22-05-24,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3447,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,12,22-05-24,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3448,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,19,25-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3449,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,19,25-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3450,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,19,25-01-25,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3451,male,warm,dark,tall,skinny/slim,autumn,dawat,nill,islamabad,19,25-01-25,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3452,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,16,02-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3453,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,16,02-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3454,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,16,02-01-25,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3455,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,16,02-01-25,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3456,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,25,14-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3457,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,25,14-01-25,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3458,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,25,14-01-25,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3459,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,25,14-01-25,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3460,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,40,18-05-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3461,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,40,18-05-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3462,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,40,18-05-24,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3463,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,40,18-05-24,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3464,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,34,03-08-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3465,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,34,03-08-24,kurta,cotton,brown,print,shalwar,cotton,brown,print,nill,nill,nill,nill,shoes,black,nill
3466,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,34,03-08-24,kurta,linen,brown,print,shalwar,linen,brown,print,nill,nill,nill,nill,shoes,black,nill
3467,male,warm,dark,tall,skinny/slim,autumn,office/uni,nill,islamabad,34,03-08-24,kurta,wool,brown,print,shalwar,wool,brown,print,nill,nill,nill,nill,shoes,black,nill
3468,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,34,11-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3469,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,34,11-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3470,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,34,11-11-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3471,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,34,11-11-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3472,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,32,14-05-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3473,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,32,14-05-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3474,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,32,14-05-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3475,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,32,14-05-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3476,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,19,15-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3477,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,19,15-11-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3478,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,19,15-11-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3479,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,19,15-11-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3480,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,25,27-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3481,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,25,27-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3482,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,25,27-08-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3483,male,warm,dark,tall,chubby/obese,autumn,wedding,mehndi,islamabad,25,27-08-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3484,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,11,14-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3485,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,11,14-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3486,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,11,14-04-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3487,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,11,14-04-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3488,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,32,23-01-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3489,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,32,23-01-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3490,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,32,23-01-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3491,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,32,23-01-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3492,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,40,29-06-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3493,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,40,29-06-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3494,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,40,29-06-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3495,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,40,29-06-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3496,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,38,24-09-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3497,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,38,24-09-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3498,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,38,24-09-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3499,male,warm,dark,tall,chubby/obese,autumn,wedding,barat,islamabad,38,24-09-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3500,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,16,03-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3501,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,16,03-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3502,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,16,03-08-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3503,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,16,03-08-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3504,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,21,07-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3505,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,21,07-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3506,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,21,07-04-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3507,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,21,07-04-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3508,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,28,23-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3509,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,28,23-04-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3510,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,28,23-04-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3511,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,28,23-04-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3512,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,36,01-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3513,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,36,01-08-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3514,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,36,01-08-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3515,male,warm,dark,tall,chubby/obese,autumn,wedding,walima,islamabad,36,01-08-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,khussa,brown,nill
3516,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,14,26-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3517,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,14,26-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3518,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,14,26-02-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3519,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,14,26-02-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3520,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,19,04-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3521,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,19,04-02-25,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3522,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,19,04-02-25,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3523,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,19,04-02-25,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3524,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,11,27-07-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3525,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,11,27-07-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3526,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,11,27-07-24,kurta,linen,brown,embellishments,shalwar,linen,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3527,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,11,27-07-24,kurta,wool,brown,embellishments,shalwar,wool,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3528,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,29,08-09-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
3529,male,warm,dark,tall,chubby/obese,autumn,eid,nill,islamabad,29,08-09-24,kurta,cotton,brown,embellishments,shalwar,cotton,brown,embellishments,nill,nill,nill,nill,shoes,black,nill
